Invoice Date,Invoicing month,Quarter,PO Number- Sales,Retailer Name,Supplier Onboarding Date,Supplier Onboarding Quarter,Commodity Name,Category Mix,Loading State,Customer Name,Customer Type,Buyer Onboarding Date,Buyer Onboarding Quarter,Unloading State,Geography Mix,Qty. Bought,Qty Price,COGS,Commodity Cost,Discount to Farmers,Gunny Bag / Crates / Box Cost,Commission Amt,Transportation Cost,Mandi Tax,Deductions To retailer,Total Cost,Qty Sold,Selling Price,Invoice Value,Credit note qty,Credit note value,Gross invoice,Cash discount,Bardana,Quality,Net Invoice Value,Difference,Rejections (Yes/No),Quantity Sold,COGS,Commodity Cost,Discount to Farmers,Gunny Bag / Crates / Box Cost,Commission Amt,Transportation Cost,Mandi Tax,Deductions To retailer,Total Cost,Total inventory,COGS for GM,GM,CM-I,CM-II,cm2 %,GM +ve Transactions,CM-I +ve Transactions,CM-II +ve Transactions,
44530,Nov-21,"Q3, FY 22",PO#882,BHAGWATI BEEJ BHANDAR,Nov-21,"Q3, FY 22",PADDY,Paddy,Uttar Pradesh,N.R Foods,Processors,Oct-21,"Q3, FY 22",Haryana,Haryana,,,,,,,,,,,, 521.40 ,1655,862917,-260.7,431458.5,431458.5,8629.17,0,0,422829.33,0.7,,260,338897,335508.03,3388.97,12935,10348,54600,0,0,416780, -   ," 3,35,508 ",95950.47,18067.47,6049.33, 1.4% ,1,1,1,
44530,Nov-21,"Q3, FY 22",PO#885,NEW KRISHI KENDRA,Aug-21,"Q2, FY 22",PADDY,Paddy,Bihar,N.R Foods,Processors,Oct-21,"Q3, FY 22",Haryana,Haryana,,,,,,,,,,,, 486.00 ,1655,804330,-243,402165,402165,8043.3,0,0,394121.7,0.2,,242.8,305928,302868.72,3059.28,14568,9712,66342,0,0,396550, -   ," 3,02,869 ",99296.28,8674.28,-2428.30, (0.6%),1,1,0,
44530,Nov-21,"Q3, FY 22",PO#887,DWIVEDI KHAD BHANDAR,Aug-21,"Q2, FY 22",Millet,Millet,Uttar Pradesh,ABIS EXPORTS INDIA PRIVATE LIMITED,Enterprise,Nov-21,"Q3, FY 22",Punjab,Punjab,,,,,,,,,,,, 314.70 ,1808,568977.6,0,0,568977.6,0,11715.84,10391.76,546870,0,,314.7,495364.5,490410.855,4953.645,15577,12462,62045,0,0,585448.5, -   ," 4,90,411 ",78566.745,-23233.095,-38578.50, (6.8%),1,0,0,
44530,Nov-21,"Q3, FY 22",PO#888,VIJAY KHAD BHANDAR,Nov-21,"Q3, FY 22",Millet,Millet,Uttar Pradesh,ABIS EXPORTS INDIA PRIVATE LIMITED,Enterprise,Nov-21,"Q3, FY 22",Punjab,Punjab,,,,,,,,,,,, 356.85 ,1802.933445,643376.8,0,0,643376.8,0,13343.04,-10906.24,640940,1,,355.85,579448.35,573653.8665,5794.4835,21351,10675,51475,0,0,662949.35, -   ," 5,73,654 ",69722.9335,-27121.1065,-22009.35, (3.4%),1,0,0,
44530,Nov-21,"Q3, FY 22",PO#892,VAISHNO BEEJ AGENCY AND PESTICIDE,Nov-21,"Q3, FY 22",Millet,Millet,Uttar Pradesh,ABIS EXPORTS INDIA PRIVATE LIMITED,Enterprise,Nov-21,"Q3, FY 22",Punjab,Punjab,,,,,,,,,,,, 402.55 ,1781.10744,716984.8,-193.4,349667.2,367317.6,1385.04,10829.92,-6084.32,361186.96,-34.2,,243.35,383046.9,379216.431,3830.469,12045,9636,50449,0,0,455176.9," 85,500 "," 3,79,216 ",-11898.831,-94858.751,-93989.94, (25.6%),0,0,0,
44530,Nov-21,"Q3, FY 22",PO#895,SOURABH TREDARS,Nov-21,"Q3, FY 22",Maize,Maize,Madhya Pradesh,COFCO INTERNATIONAL INDIA PRIVATE LIMITED,Processors,Nov-21,"Q3, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 274.15 ,1710,468796.5,0,0,468796.5,0,598.5,7591,460607,0,,274.15,432845.7,428517.243,4328.457,13611.5,10889.2,13700,0,0,471046.4, -   ," 4,28,517 ",40279.257,1480.057,-10439.40, (2.2%),1,1,0,
44530,Nov-21,"Q3, FY 22",PO#905,SHREE SHYAM KRIPA TRADERS,Oct-21,"Q3, FY 22",PADDY,Paddy,Uttar Pradesh,N.R Foods,Processors,Oct-21,"Q3, FY 22",Haryana,Haryana,,,,,,,,,,,, 466.20 ,1655,771561,-233.1,385780.5,385780.5,7715.61,0,0,378064.89,0.1,,233,292881,289952.19,2928.81,11650,9320,46000,0,0,359851, -   ," 2,89,952 ",95828.31,28858.31,18213.89, 4.7% ,1,1,1,
44530,Nov-21,"Q3, FY 22",PO#907,AAROHI ENTERPRISES,Nov-21,"Q3, FY 22",Wheat,Wheat,Uttar Pradesh,ASAM WHEAT PRODUCTS PRIVATE LIMITED,Processors,Nov-21,"Q3, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 320.90 ,2080,667472,0,0,667472,3337.36,21091.2,1777,641266.44,0,,320.9,612919,606789.81,6129.19,16045,12836,19235,0,0,661035, -   ," 6,06,790 ",60682.19,-8525.01,-19768.56, (3.0%),1,0,0,
44530,Nov-21,"Q3, FY 22",PO#908,VINOD INDUSTRIES DATIA,Nov-21,"Q3, FY 22",PADDY,Paddy,Madhya Pradesh,JAIN AGRO INDUSTRIES,Processors,Nov-21,"Q3, FY 22",Punjab,Punjab,,,,,,,,,,,, 300.40 ,3468,1041787.2,0,0,1041787.2,0,0,0,1041787.2,0,,300.4,918328.81,909145.5219,9183.2881,17709,11806,84000,0,0,1031843.81, -   ," 9,09,146 ",132641.6781,19126.6781,9943.39, 1.0% ,1,1,1,
44530,Nov-21,"Q3, FY 22",PO#909,VINOD INDUSTRIES DATIA,Nov-21,"Q3, FY 22",PADDY,Paddy,Madhya Pradesh,JAIN AGRO INDUSTRIES,Processors,Nov-21,"Q3, FY 22",Punjab,Punjab,,,,,,,,,,,, 254.50 ,3541,901184.5,0,0,901184.5,0,0,0,901184.5,0,,254.5,761746.5,754129.035,7617.465,15018,10012,70000,0,0,856776.5, -   ," 7,54,129 ",147055.465,52025.465,44408.00, 4.9% ,1,1,1,
44530,Nov-21,"Q3, FY 22",PO#910,VIKAS TRADING COMPANY,Sep-21,"Q2, FY 22",Wheat,Wheat,Uttar Pradesh,ASAM WHEAT PRODUCTS PRIVATE LIMITED,Processors,Nov-21,"Q3, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 238.25 ,2080,495560,0,0,495560,2477.8,14422.72,1638.5,477020.98,0,,238.25,453866.25,449327.5875,4538.6625,11912,9530,15450,0,0,490758.25, -   ," 4,49,328 ",46232.4125,-5082.3075,-13737.27, (2.8%),1,0,0,
44530,Nov-21,"Q3, FY 22",PO#913,ANNAPURNA TRADERS,Nov-21,"Q3, FY 22",Wheat,Wheat,Uttar Pradesh,TEEDA GELA ENTERPRISES,SME,Oct-21,"Q3, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 60.80 ,1970,119776,0,0,119776,0,50,579,119147,0,,60.8,108832,107743.68,1088.32,3040,3040,3040,0,0,117952, -   ," 1,07,744 ",12032.32,2862.32,1195.00, 1.0% ,1,1,1,
44530,Nov-21,"Q3, FY 22",PO#915-1,Secondary Sales,Apr-21,"Q1, FY 22",Millet,Millet,Uttar Pradesh,ABIS EXPORTS INDIA PRIVATE LIMITED,Enterprise,Nov-21,"Q3, FY 22",Punjab,Punjab,,,,,,,,,,,, 237.80 ,1800.396972,428134.4,-199.3,360334.4,67800,0,9437.76,-5262.36,63624.6,0,,38.5,60602.33298,59996.30965,606.0233298,1905.652449,1524.554476,8018.990709,0,0,72051.53062, -   ," 59,996 ",7803.690348,-13083.26729,-8426.93, (12.4%),1,0,0,
44530,Nov-21,"Q3, FY 22",PO#916,SATYA SAI KRASHI KENDRA,Nov-21,"Q3, FY 22",Maize,Maize,Madhya Pradesh,COFCO INTERNATIONAL INDIA PRIVATE LIMITED,Processors,Nov-21,"Q3, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 520.70 ,1710,890397,-260.35,445198.5,445198.5,0,0,7338,437860.5,0,,260.35,410776.5,406668.735,4107.765,12917.5,10334,12496,0,0,446524, -   ," 4,06,669 ",38529.765,2782.265,-8663.50, (1.9%),1,1,0,
44530,Nov-21,"Q3, FY 22",PO#920,VINOD INDUSTRIES DATIA,Nov-21,"Q3, FY 22",PADDY,Paddy,Madhya Pradesh,JAIN AGRO INDUSTRIES,Processors,Nov-21,"Q3, FY 22",Punjab,Punjab,,,,,,,,,,,, 250.10 ,3500,875350,0,0,875350,0,14525,0,860825,0,,250.1,757622.93,750046.7007,7576.2293,14757,9838,70000,0,0,852217.93, -   ," 7,50,047 ",125303.2993,16183.2993,8607.07, 1.0% ,1,1,1,
44530,Nov-21,"Q3, FY 22",PO#890,KATARA TRADERS,Aug-21,"Q2, FY 22",Millet,Millet,Uttar Pradesh,ABIS EXPORTS INDIA PRIVATE LIMITED,Enterprise,Nov-21,"Q3, FY 22",Punjab,Punjab,,,,,,,,,,,, 711.10 ,1808,1285668.8,-355.55,642834.4,642834.4,0,13234.56,-10816.16,640416,0,,355.55,586657.5,580790.925,5866.575,21333,10666,51554,0,0,670210.5, -   ," 5,80,791 ",62043.475,-34744.085,-29794.50, (4.6%),1,0,0,
44530,Nov-21,"Q3, FY 22",PO#922,DWIVEDI KHAD BHANDAR,Aug-21,"Q2, FY 22",Maize,Maize,Uttar Pradesh,GUJARAT AMBUJA EXPORTS LTD,Enterprise,Aug-21,"Q2, FY 22",Uttarakhand,Uttarakhand,,,,,,,,,,,, 592.00 ,1850,1095200,-296,547600,547600,5476,1665,11682.35,528776.65,0,,296,374320,370576.8,3743.2,14800,11840,39900,0,0,440860, -   ," 3,70,577 ",177023.2,108818.2,87916.65, 16.1% ,1,1,1,
44530,Nov-21,"Q3, FY 22",PO#947,HARI TRADING COMPANY,Sep-21,"Q2, FY 22",Wheat,Wheat,Madhya Pradesh,NEELAMBER AGROTECH PRIVATE LIMITED,Processors,Nov-21,"Q3, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 316.85 ,2067,654928.95,0,0,654928.95,0,0,0,654928.95,0,,316.85,630854.69,624546.1431,6308.5469,9481,3160,1896,0,0,645391.69, -   ," 6,24,546 ",30382.8069,15845.8069,9537.26, 1.5% ,1,1,1,
44530,Nov-21,"Q3, FY 22",PO#959,KABIR GALLA BHANDAR,Nov-21,"Q3, FY 22",PADDY,Paddy,Bihar,MAA CHHINMASTIKA ENTERPRISES PRIVATE LIMITED,SME,Nov-21,"Q3, FY 22",Bihar,Bihar,,,,,,,,,,,, 240.65 ,1375,330893.75,0,0,330893.75,0,68.75,16147,314678,0,,240.65,291186.5,288274.635,2911.865,14439,9626,12032.5,0,0,327284, -   ," 2,88,275 ",42619.115,6452.865,-12606.00, (3.8%),1,1,0,
44530,Nov-21,"Q3, FY 22",PO#968,HERAMB RICE DAL MILL,Nov-21,"Q3, FY 22",PADDY,Paddy,Madhya Pradesh,PAHARIYA RICE MILL,Processors,Nov-21,"Q3, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 275.25 ,3080,847770,0,0,847770,0,0,0,847770,0,,275.25,798225,790242.75,7982.25,16515,11010,13762.5,0,0,839512.5, -   ," 7,90,243 ",57527.25,16239.75,8257.50, 1.0% ,1,1,1,
44530,Nov-21,"Q3, FY 22",PO#969,HERAMB RICE DAL MILL,Nov-21,"Q3, FY 22",PADDY,Paddy,Madhya Pradesh,PAHARIYA RICE MILL,Processors,Nov-21,"Q3, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 270.50 ,3080,833140,0,0,833140,0,0,0,833140,0,,270.5,784450,776605.5,7844.5,16230,10820,13525,0,0,825025, -   ," 7,76,606 ",56534.5,15959.5,8115.00, 1.0% ,1,1,1,
44520,Nov-21,"Q3, FY 22",PO#667,NEW PRABHU KIRPA KHAD BHANDAR,Aug-21,"Q2, FY 22",Wheat,Wheat,Uttar Pradesh,TIRUPATI ROLLER FLOUR MILLS (PVT) LTD.,Processors,Nov-21,"Q3, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 239.20 ,2035,486772,0,0,486772,0,14831.08,6579.4,465361.52,0,,239.2,452307,447783.93,4523.07,9472,11840,9400,0,0,483019, -   ," 4,47,784 ",38988.07,-6555.01,-17657.48, (3.6%),1,0,0,
44530,Nov-21,"Q3, FY 22",PO#220,KHWAJA GARIB NAWAZ TRADING COMPANY,Jul-21,"Q2, FY 22",Maize,Maize,Uttar Pradesh,S S Enterprises,SME,Nov-21,"Q3, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 251.70 ,1650,415305,0,0,415305,0,0,0,415305,-0.1,,251.8,415895.54,411736.5846,4158.9554,12528,10021,16250,0,0,454694.54, -   ," 4,11,737 ",3568.4154,-35230.5846,-39389.54, (9.5%),1,0,0,
44531,Dec-21,"Q3, FY 22",PO#297,SHUKLA KRISHI KENDRA,Jul-21,"Q2, FY 22",PADDY,Paddy,Uttar Pradesh,BANSAL INDUSTRIES,Processors,Nov-21,"Q3, FY 22",Uttarakhand,Uttarakhand,,,,,,,,,,,, 391.85 ,1501.415975,588329.8497,-209.85,314984.8497,273345,0,345,0,273000,-27.85,,209.85,257622.35,255046.1265,2576.2235,10388,8310,22255,0,0,298575.35," 69,625 "," 2,55,046 ",18298.8735,-22999.1265,-25575.35, (9.4%),1,0,0,
44531,Dec-21,"Q3, FY 22",PO#282,SHUKLA KRISHI KENDRA,Jul-21,"Q2, FY 22",PADDY,Paddy,Uttar Pradesh,M/S JAGDISH RICE INDUSTRY,Processors,Nov-21,"Q3, FY 22",Uttarakhand,Uttarakhand,,,,,,,,,,,, 495.60 ,1505.511088,746131.2953,-248.3,375181.2953,370950,0,0,0,370950,-1,,248.3,304815.56,301767.4044,3048.1556,12291,9832,33600,0,0,360538.56, -   ," 3,01,767 ",69182.5956,13459.5956,10411.44, 2.8% ,1,1,1,
44531,Dec-21,"Q3, FY 22",PO#281,HARSH TRADER,Aug-21,"Q2, FY 22",PADDY,Paddy,Uttar Pradesh,M/S JAGDISH RICE INDUSTRY,Processors,Nov-21,"Q3, FY 22",Uttarakhand,Uttarakhand,,,,,,,,,,,, 474.50 ,1507.561229,715337.8031,-247.8,374425.8031,340912,0,862,0,340050,-21.1,,247.8,299838,296839.62,2998.38,12390,9912,33913,0,0,356053," 52,750 "," 2,96,840 ",44072.38,-13004.62,-16003.00, (4.7%),1,0,0,
44531,Dec-21,"Q3, FY 22",PO#331,HAJI TRADERS,Nov-21,"Q3, FY 22",PADDY,Paddy,Uttar Pradesh,M/S AMAR JYOTI RICE FLOUR & OIL MILLS,Processors,Oct-21,"Q3, FY 22",Uttarakhand,Uttarakhand,,,,,,,,,,,, 485.45 ,1500,728175,-242.3,363450,364725,0,18.75,0,364706.25,0.85,,242.3,296817.5,293849.325,2968.175,12115,9692,27864,0,0,346488.5, -   ," 2,93,849 ",70875.675,21185.925,18217.75, 5.0% ,1,1,1,
44531,Dec-21,"Q3, FY 22",PO#348,SHREE SHYAM KRIPA TRADERS,Oct-21,"Q3, FY 22",PADDY,Paddy,Uttar Pradesh,M/S AMAR JYOTI RICE FLOUR & OIL MILLS,Processors,Oct-21,"Q3, FY 22",Uttarakhand,Uttarakhand,,,,,,,,,,,, 502.05 ,1512.521171,759361.2539,-251.45,383461.2539,375900,0,0,0,375900,-0.85,,251.45,299225.5,296233.245,2992.255,12572,10058,21523,0,0,343378.5, -   ," 2,96,233 ",79666.755,35513.755,32521.50, 8.7% ,1,1,1,
44531,Dec-21,"Q3, FY 22",PO#355,VIKAS TRADING COMPANY,Sep-21,"Q2, FY 22",PADDY,Paddy,Uttar Pradesh,M/S AMAR JYOTI RICE FLOUR & OIL MILLS,Processors,Oct-21,"Q3, FY 22",Uttarakhand,Uttarakhand,,,,,,,,,,,, 498.50 ,1512.642924,754052.4974,-252.1,384452.4974,369600,0,0,0,369600,-5.7,,252.1,302520,299494.8,3025.2,12605,10084,23690,0,0,348899, -   ," 2,99,495 ",70105.2,23726.2,20701.00, 5.6% ,1,1,1,
44561,Dec-21,"Q3, FY 22",PO#516,VIKAS TRADING COMPANY,Sep-21,"Q2, FY 22",PADDY,Paddy,Uttar Pradesh,SHRI MAHABIR AGRO INDUSTRIES,Processors,Dec-21,"Q3, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 248.00 ,1500,372000,0,0,372000,0,0,0,372000,-1.5,,249.5,304390,301346.1,3043.9,12475,9980,31100,0,0,357945, -   ," 3,01,346 ",70653.9,17098.9,14055.00, 3.8% ,1,1,1,
44531,Dec-21,"Q3, FY 22",PO#541,GANESH KHAD BEEJ BHANDAR,Dec-21,"Q3, FY 22",PADDY,Paddy,Uttar Pradesh,M/S JAGDISH RICE INDUSTRY,Processors,Nov-21,"Q3, FY 22",Uttarakhand,Uttarakhand,,,,,,,,,,,, 620.90 ,1500.515214,931669.8964,-310.9,453327.9464,478341.95,0,0,0,478341.95,-0.9,,310.9,394843,390894.57,3948.43,15545,12436,20400,0,0,443224, -   ," 3,90,895 ",87447.38,39066.38,35117.95, 7.3% ,1,1,1,
44531,Dec-21,"Q3, FY 22",PO#538,VIKAS TRADING COMPANY,Sep-21,"Q2, FY 22",PADDY,Paddy,Uttar Pradesh,BANSAL INDUSTRIES,Processors,Nov-21,"Q3, FY 22",Uttarakhand,Uttarakhand,,,,,,,,,,,, 501.80 ,1500.500003,752950.9016,-250.9,376600.9016,376350,0,1321.667682,0,375028.3323,0,,250.9,306098,303037.02,3060.98,12545,10036,30050,0,0,358729, -   ," 3,03,037 ",73312.98,19360.31232,16299.33, 4.3% ,1,1,1,
44541,Dec-21,"Q3, FY 22",PO#999,SIDDH TRADING COMPANY,Dec-21,"Q3, FY 22",Soyabeans,Soyabeans,Madhya Pradesh,VAKEEL SHREE TRADING COMPANY,SME,Dec-21,"Q3, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 276.70 ,6360,1759812,0,0,1759812,0,0,0,1759812,0,,276.7,1718307,1701123.93,17183.07,29600,5903,13835,0,0,1767645, -   ," 17,01,124 ",58688.07,9350.07,-7833.00, (0.4%),1,1,0,
44540,Dec-21,"Q3, FY 22",PO#867,RAHUL TRADING COMPANY,Aug-21,"Q2, FY 22",Wheat,Wheat,Madhya Pradesh,IDEAL FOODGRAIN INDIA PRIVATE LIMITED,Processors,Aug-21,"Q2, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 119.00 ,2105.212828,250520.3265,0,0,250520.3265,5261.326531,6273,0,238986,0,,119,220776.42,218568.6558,2207.7642,6997,4664,4168.5,0,0,236605.92, -   ," 2,18,569 ",31951.67073,9849.170731,2380.08, 1.0% ,1,1,1,
44540,Dec-21,"Q3, FY 22",PO#902,GURUKRIPA TRADING COMPANY,Sep-21,"Q2, FY 22",Wheat,Wheat,Madhya Pradesh,IDEAL FOODGRAIN INDIA PRIVATE LIMITED,Processors,Aug-21,"Q2, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 304.10 ,2134.536773,649112.6327,0,0,649112.6327,13239.53265,6432,0,629441.1,0,,304.1,584285.02,578442.1698,5842.8502,18154,12103,8512,0,0,623054.02, -   ," 5,78,442 ",70670.46285,25469.46285,6387.08, 1.0% ,1,1,1,
44540,Dec-21,"Q3, FY 22",PO#869,SANTOSH KUMAR SAHU,Nov-21,"Q3, FY 22",Wheat,Wheat,Madhya Pradesh,IDEAL FOODGRAIN INDIA PRIVATE LIMITED,Processors,Aug-21,"Q2, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 273.40 ,2088.012182,570862.5306,0,0,570862.5306,11759.53061,8557,0,550546,0,,273.4,509678.75,504581.9625,5096.7875,16239,10826,13800,0,0,550543.75, -   ," 5,04,582 ",66280.56811,16858.56811,2.25, 0.0% ,1,1,1,
44540,Dec-21,"Q3, FY 22",PO#868,PAWAN TRADING COMPANY,Nov-21,"Q3, FY 22",Wheat,Wheat,Madhya Pradesh,IDEAL FOODGRAIN INDIA PRIVATE LIMITED,Processors,Aug-21,"Q2, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 228.70 ,2108.607212,482238.4694,0,0,482238.4694,9972.969388,8205,0,464060.5,0,,228.7,433415.34,429081.1866,4334.1534,13584,9056,3430.5,0,0,459485.84, -   ," 4,29,081 ",53157.28279,18881.78279,4574.66, 0.9% ,1,1,1,
44539,Dec-21,"Q3, FY 22",PO#561,BHAWANA ENTERPRISE,Oct-21,"Q3, FY 22",PADDY,Paddy,Uttar Pradesh,M/S SRI RAMASREY INDUSTRIES,Processors,Oct-21,"Q3, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 214.00 ,1513,323782,0,0,323782,0,0,0,323782,0,,214,288608.96,285722.8704,2886.0896,17120,10700,3500,0,0,319928.96, -   ," 2,85,723 ",38059.1296,6739.1296,3853.04, 1.2% ,1,1,1,
44539,Dec-21,"Q3, FY 22",PO#564,BHAWANA ENTERPRISE,Oct-21,"Q3, FY 22",PADDY,Paddy,Uttar Pradesh,M/S SRI RAMASREY INDUSTRIES,Processors,Oct-21,"Q3, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 234.90 ,1513,355403.7,0,0,355403.7,0,0,0,355403.7,0,,234.9,316638.15,313471.7685,3166.3815,18792,11745,4000,0,0,351175.15, -   ," 3,13,472 ",41931.9315,7394.9315,4228.55, 1.2% ,1,1,1,
44541,Dec-21,"Q3, FY 22",PO#1002,VEDANT TRADERS,Aug-21,"Q2, FY 22",Wheat,Wheat,Madhya Pradesh,IDEAL FOODGRAIN INDIA PRIVATE LIMITED,Processors,Aug-21,"Q2, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 255.90 ,2143.700266,548572.898,0,0,548572.898,11182.89796,5286,0,532104,0,,255.9,497882.53,492903.7047,4978.8253,15277,10184,3640,0,0,526983.53, -   ," 4,92,904 ",55669.19326,21282.19326,5120.47, 0.9% ,1,1,1,
44539,Dec-21,"Q3, FY 22",PO#906,VEDANT TRADERS,Aug-21,"Q2, FY 22",Wheat,Wheat,Madhya Pradesh,IDEAL FOODGRAIN INDIA PRIVATE LIMITED,Processors,Aug-21,"Q2, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 253.90 ,2144.71767,544543.8163,0,0,544543.8163,11099.91633,5226,0,528217.9,0,,253.9,494124.47,489183.2253,4941.2447,15157,10105,3500,0,0,522886.47, -   ," 4,89,183 ",55360.59103,21372.59103,5331.43, 1.0% ,1,1,1,
44540,Dec-21,"Q3, FY 22",PO#904,SHRI RIDDHI ENTERPRISES,Aug-21,"Q2, FY 22",Wheat,Wheat,Madhya Pradesh,IDEAL FOODGRAIN INDIA PRIVATE LIMITED,Processors,Aug-21,"Q2, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 150.60 ,2164.079193,325910.3265,0,0,325910.3265,6638.326531,3003,0,316269,0,,150.6,290722.56,287815.3344,2907.2256,8990,5993,7550,0,0,313255.56, -   ," 2,87,815 ",38094.99213,12558.99213,3013.44, 0.9% ,1,1,1,
44541,Dec-21,"Q3, FY 22",PO#1000,MANSI TRADING COMPANY GALLA MANDI PRANGAN,Oct-21,"Q3, FY 22",Wheat,Wheat,Madhya Pradesh,IDEAL FOODGRAIN INDIA PRIVATE LIMITED,Processors,Aug-21,"Q2, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 258.30 ,2176.482258,562185.3673,0,0,562185.3673,11748.06735,12609,0,537828.3,0,,258.3,496839.23,491870.8377,4968.3923,15219,10146,10200,0,0,532404.23, -   ," 4,91,871 ",70314.52965,22140.52965,5424.07, 1.0% ,1,1,1,
44541,Dec-21,"Q3, FY 22",PO#1001,MANSI TRADING COMPANY GALLA MANDI PRANGAN,Oct-21,"Q3, FY 22",Wheat,Wheat,Madhya Pradesh,IDEAL FOODGRAIN INDIA PRIVATE LIMITED,Processors,Aug-21,"Q2, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 268.00 ,2176.056046,583183.0204,0,0,583183.0204,12075.02041,10284,0,560824,0,,268,518146.18,512964.7182,5181.4618,15870,10580,10600,0,0,555196.18, -   ," 5,12,965 ",70218.30221,22884.30221,5627.82, 1.0% ,1,1,1,
44541,Dec-21,"Q3, FY 22",PO#766,RAHUL TRADING COMPANY,Aug-21,"Q2, FY 22",Wheat,Wheat,Madhya Pradesh,SR AGRO INDUSTRIES,Processors,Nov-21,"Q3, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 307.50 ,2065,634987.5,0,0,634987.5,0,6485,0,628502.5,-0.2,,307.7,576383.03,570619.1997,5763.8303,15308,12246,21490,0,0,625427.03, -   ," 5,70,619 ",64368.3003,8839.3003,3075.47, 0.5% ,1,1,1,
44544,Dec-21,"Q3, FY 22",PO#893,MANGLA DEVI TRADERS,Nov-21,"Q3, FY 22",PADDY,Paddy,Madhya Pradesh,ARIHANT TRADING COMPANY,SME,Nov-21,"Q3, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 347.60 ,3265,1134914,0,0,1134914,0,0,0,1134914,0,,347.6,1077560,1066784.4,10775.6,13904,20856,17380,0,0,1129700, -   ," 10,66,784 ",68129.6,15989.6,5214.00, 0.5% ,1,1,1,
44539,Dec-21,"Q3, FY 22",PO#814,AGRI MART,Nov-21,"Q3, FY 22",PADDY,Paddy,Uttar Pradesh,N.R Foods,Processors,Oct-21,"Q3, FY 22",Haryana,Haryana,,,,,,,,,,,, 180.60 ,1641.000011,296364.602,0,0,296364.602,5927.29,2889.6,0,287547.712,0.6,,180,239400,237006,2394,9000,7200,41400,0,0,297000, -   ," 2,37,006 ",59358.60204,-1130.997959,-9452.29, (3.2%),1,0,0,
44531,Dec-21,"Q3, FY 22",PO#778,MANOJ SEEDS,Sep-21,"Q2, FY 22",Wheat,Wheat,Uttar Pradesh,Ganga Roller Flour Mills P Ltd.,Processors,May-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 146.15 ,2055.826206,300459,0,0,300459,0,554.69,0,299904.31,-1.85,,148,289377,286483.23,2893.77,8059,5128,14340,0,0,316904, -   ," 2,86,483 ",13975.77,-14105.92,-16999.69, (5.7%),1,0,0,
44531,Dec-21,"Q3, FY 22",PO#836,MANOJ SEEDS,Sep-21,"Q2, FY 22",Wheat,Wheat,Uttar Pradesh,Ganga Roller Flour Mills P Ltd.,Processors,May-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 152.90 ,2072.913669,316948.5,0,0,316948.5,0,3893.21,0,313055.29,-1.9,,154.8,302668.75,299642.0625,3026.6875,8428,5363,14820,0,0,331279.75, -   ," 2,99,642 ",17306.4375,-15197.7725,-18224.46, (5.7%),1,0,0,
44540,Dec-21,"Q3, FY 22",PO#848,IRFAN TRENDING COMPANY,Apr-21,"Q1, FY 22",PADDY,Paddy,Uttar Pradesh,M/S SRI RAMASREY INDUSTRIES,Processors,Oct-21,"Q3, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 263.90 ,1530,403767,0,0,403767,0,7237.67,0,396529.33,0.5,,263.4,376662,372895.38,3766.62,13170,10536,13150,0,0,413518, -   ," 3,72,895 ",30871.62,-13222.05,-16988.67, (4.2%),1,0,0,
